semantic_replication_id,dgp_seed_state_uint32x4,dgp_realization_hash
dgp4_N200_T100_r00000_truth1-1-1,1377754248-1946623389-3990131246-3377381383,cba96f49da82853e7c8a0cf6b5fb9bb86247e29388bf0b934fb032d02edaa9d7
dgp4_N200_T100_r00001_truth1-1-1,3261246120-2966315045-681313037-2524132770,c5128be97b6f8993b0c9c271a45e4caed5ca4efbaa83d442a4da52c8206b169b
dgp4_N200_T100_r00002_truth1-1-1,3551662786-1155047392-1957598513-3976332771,f67f6e377eafd4c452e32121ffa7df7d339f3f512a3fbaa4832d3643a9dbfd1b
dgp4_N200_T100_r00000_truth2-1-1,1810367406-4093602183-1265921000-3532441104,fdc8958db21e6c18dcb490dbe9104902de9051cb3ef58287e2de9430d35596f3
dgp4_N200_T100_r00001_truth2-1-1,1799897033-2799052236-3035259065-1992808620,0e243d9b5b5cee7faeebb54045eb302cc9ec5372a52f950a8a2c547567f99a50
dgp4_N200_T100_r00002_truth2-1-1,1804197436-1474072815-3047323847-3133206169,0f71dfe154ea81c8077d136bb468604cdd3ba31538fd0e383e5bd40ca52f599e
dgp4_N200_T200_r00000_truth1-0-2,756727463-3373678374-2762158876-1040685311,3a98b004b6ed5d15db05904dfe1f8a07906338fab4cd4e3da16306ba6cc01aa2
dgp4_N200_T200_r00001_truth1-0-2,3431477891-267850301-2949287633-1555071900,1650467e17a7f93d629c48608aa46d4e375c26c3609aa76175cd792ae6ddb78b
dgp4_N200_T200_r00002_truth1-0-2,1428967397-1985037475-154306130-3562445896,d2aef40bb97a79951641229a471502557b363b700ccfdcd743aede32c37327c9
dgp4_N200_T200_r00000_truth1-1-1,2384615764-2068013373-3515608160-2197045607,f64388918e7f370f28aeedc7ac51edfaf86c5c9dc2e8b00a49763ac080ac6dd8
dgp4_N200_T200_r00001_truth1-1-1,1553448140-1200654495-2794779035-3099033464,f3f2835016fe67a639f2d86d4db6e514c46127f9d137be5c8698d269b42b7993
dgp4_N200_T200_r00002_truth1-1-1,27865385-1707488442-1801912599-1218657375,5b47fbfa42bdfbc99da2e52ba12fd37c71eb436710bd6dbde629485045cf31e9
dgp4_N200_T200_r00000_truth2-1-1,4162487498-69550018-2136122971-3737539642,5af206f5a44b2089f321b3966a2dcbdee8f89bb8d98e3efc6c70e5d32ae561f6
dgp4_N200_T200_r00001_truth2-1-1,3479390490-2047441410-3496645944-3639475391,cfa82a83a8bf9847f9487283ea83247b6d648dd6facf333c5ee5fd021020dbb9
dgp4_N200_T200_r00002_truth2-1-1,2005689185-370144351-2435692003-4134046224,feeb4d8a1170b8312c0b3daa305d612c6dd0a3fbb836db03b526d28310b194ec
