semantic_replication_id,dgp,N,T,replication,true_rank_vector,pilot_valid,a_NT,status,block,raw_sigma_1,lambda_hat_1,raw_sigma_2,lambda_hat_2,raw_sigma_3,lambda_hat_3,raw_sigma_4,lambda_hat_4,R_0,R_1,R_2,R_3,scale_weight,w_A_1_reference,selected_block_rank,minimum_ratio,second_smallest_ratio,ratio_gap,cap_selection_indicator,selector_state,pilot_start_objectives,pilot_start_objective_spread,pilot_objective_stability_pass,pilot_feasibility,pilot_stationarity_residual,pilot_boundary_activity,final_postrefit_attempted,final_postrefit_valid,minimum_objective,true_block_rank
dgp1_N100_T200_r00001_truth2-1-1,1,100,200,1,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.22900730480272286, 0.22926694527961372, 0.22839561456972687]",0.0008713307098868,False,True,8.839263966647056e-06,False,False,False,0.2283956145697268,1
dgp1_N100_T200_r00001_truth2-1-1,1,100,200,1,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.22900730480272286, 0.22926694527961372, 0.22839561456972687]",0.0008713307098868,False,True,8.839263966647056e-06,False,False,False,0.2283956145697268,1
dgp1_N100_T200_r00002_truth2-1-1,1,100,200,2,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.24749219863002708, 0.24767825863402312, 0.24826262905250518]",0.000770430422478,False,True,7.336340246912922e-06,False,False,False,0.247492198630027,2
dgp1_N100_T200_r00002_truth2-1-1,1,100,200,2,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.24749219863002708, 0.24767825863402312, 0.24826262905250518]",0.000770430422478,False,True,7.336340246912922e-06,False,False,False,0.247492198630027,1
dgp1_N100_T200_r00002_truth2-1-1,1,100,200,2,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.24749219863002708, 0.24767825863402312, 0.24826262905250518]",0.000770430422478,False,True,7.336340246912922e-06,False,False,False,0.247492198630027,1
dgp1_N200_T100_r00000_truth1-0-2,1,200,100,0,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.3523787116124524, 0.35206788767590524, 0.3522570247886246]",0.0003108239365471,False,True,9.96156000657347e-05,True,False,False,0.3520678876759052,1
dgp1_N200_T100_r00000_truth1-0-2,1,200,100,0,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.3523787116124524, 0.35206788767590524, 0.3522570247886246]",0.0003108239365471,False,True,9.96156000657347e-05,True,False,False,0.3520678876759052,0
dgp1_N200_T100_r00000_truth1-0-2,1,200,100,0,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.3523787116124524, 0.35206788767590524, 0.3522570247886246]",0.0003108239365471,False,True,9.96156000657347e-05,True,False,False,0.3520678876759052,2
dgp1_N200_T100_r00001_truth1-0-2,1,200,100,1,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.3440485997844326, 0.3450940355712318, 0.3449281900634332]",0.0010454357867992,False,True,1.0515506336092203e-05,False,False,False,0.3440485997844326,1
dgp1_N200_T100_r00001_truth1-0-2,1,200,100,1,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.3440485997844326, 0.3450940355712318, 0.3449281900634332]",0.0010454357867992,False,True,1.0515506336092203e-05,False,False,False,0.3440485997844326,0
dgp1_N200_T100_r00001_truth1-0-2,1,200,100,1,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.3440485997844326, 0.3450940355712318, 0.3449281900634332]",0.0010454357867992,False,True,1.0515506336092203e-05,False,False,False,0.3440485997844326,2
dgp1_N200_T100_r00002_truth1-0-2,1,200,100,2,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.3581192139907577, 0.3573219307573462, 0.35700829522941374]",0.0011109187613439,False,True,2.8974778680539352e-06,False,False,False,0.3570082952294137,1
dgp1_N200_T100_r00002_truth1-0-2,1,200,100,2,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.3581192139907577, 0.3573219307573462, 0.35700829522941374]",0.0011109187613439,False,True,2.8974778680539352e-06,False,False,False,0.3570082952294137,0
dgp1_N200_T100_r00002_truth1-0-2,1,200,100,2,"(1,0,2)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.3581192139907577, 0.3573219307573462, 0.35700829522941374]",0.0011109187613439,False,True,2.8974778680539352e-06,False,False,False,0.3570082952294137,2
dgp1_N200_T100_r00000_truth1-1-1,1,200,100,0,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.4794081877725778, 1.4781705264696157, 1.4764252318761233]",0.0029829558964544,False,True,0.0011806669469683,True,False,False,1.4764252318761233,1
dgp1_N200_T100_r00000_truth1-1-1,1,200,100,0,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.4794081877725778, 1.4781705264696157, 1.4764252318761233]",0.0029829558964544,False,True,0.0011806669469683,True,False,False,1.4764252318761233,1
dgp1_N200_T100_r00000_truth1-1-1,1,200,100,0,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[1.4794081877725778, 1.4781705264696157, 1.4764252318761233]",0.0029829558964544,False,True,0.0011806669469683,True,False,False,1.4764252318761233,1
dgp1_N200_T100_r00001_truth1-1-1,1,200,100,1,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.4175241670656904, 1.4251071024138982, 1.413371857884514]",0.0117352445293841,False,True,4.753932833485828e-05,True,False,False,1.413371857884514,1
dgp1_N200_T100_r00001_truth1-1-1,1,200,100,1,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.4175241670656904, 1.4251071024138982, 1.413371857884514]",0.0117352445293841,False,True,4.753932833485828e-05,True,False,False,1.413371857884514,1
dgp1_N200_T100_r00001_truth1-1-1,1,200,100,1,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[1.4175241670656904, 1.4251071024138982, 1.413371857884514]",0.0117352445293841,False,True,4.753932833485828e-05,True,False,False,1.413371857884514,1
dgp1_N200_T100_r00002_truth1-1-1,1,200,100,2,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.4250036481423705, 1.4292486764840924, 1.4223146585749469]",0.0069340179091454,False,True,8.000062082220082e-05,True,False,False,1.4223146585749469,1
dgp1_N200_T100_r00002_truth1-1-1,1,200,100,2,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.4250036481423705, 1.4292486764840924, 1.4223146585749469]",0.0069340179091454,False,True,8.000062082220082e-05,True,False,False,1.4223146585749469,1
dgp1_N200_T100_r00002_truth1-1-1,1,200,100,2,"(1,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[1.4250036481423705, 1.4292486764840924, 1.4223146585749469]",0.0069340179091454,False,True,8.000062082220082e-05,True,False,False,1.4223146585749469,1
dgp1_N200_T100_r00000_truth2-1-1,1,200,100,0,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.23516101740183795, 0.23539624741557136, 0.23559303517581584]",0.0004320177739778,False,True,2.360960785205033e-06,False,False,False,0.2351610174018379,2
dgp1_N200_T100_r00000_truth2-1-1,1,200,100,0,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.23516101740183795, 0.23539624741557136, 0.23559303517581584]",0.0004320177739778,False,True,2.360960785205033e-06,False,False,False,0.2351610174018379,1
dgp1_N200_T100_r00000_truth2-1-1,1,200,100,0,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.23516101740183795, 0.23539624741557136, 0.23559303517581584]",0.0004320177739778,False,True,2.360960785205033e-06,False,False,False,0.2351610174018379,1
dgp1_N200_T100_r00001_truth2-1-1,1,200,100,1,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.2460387080790585, 0.24641275885243114, 0.2465467047665341]",0.0005079966874755,False,True,1.0639629054214825e-05,False,False,False,0.2460387080790585,2
dgp1_N200_T100_r00001_truth2-1-1,1,200,100,1,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.2460387080790585, 0.24641275885243114, 0.2465467047665341]",0.0005079966874755,False,True,1.0639629054214825e-05,False,False,False,0.2460387080790585,1
dgp1_N200_T100_r00001_truth2-1-1,1,200,100,1,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.2460387080790585, 0.24641275885243114, 0.2465467047665341]",0.0005079966874755,False,True,1.0639629054214825e-05,False,False,False,0.2460387080790585,1
dgp1_N200_T100_r00002_truth2-1-1,1,200,100,2,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.2438272585169319, 0.24347136922856927, 0.2431477483906415]",0.0006795101262904,False,True,7.030300825643012e-06,False,False,False,0.2431477483906415,2
dgp1_N200_T100_r00002_truth2-1-1,1,200,100,2,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.2438272585169319, 0.24347136922856927, 0.2431477483906415]",0.0006795101262904,False,True,7.030300825643012e-06,False,False,False,0.2431477483906415,1
dgp1_N200_T100_r00002_truth2-1-1,1,200,100,2,"(2,1,1)",False,0.1009745299012281,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.2438272585169319, 0.24347136922856927, 0.2431477483906415]",0.0006795101262904,False,True,7.030300825643012e-06,False,False,False,0.2431477483906415,1
dgp1_N200_T200_r00000_truth1-0-2,1,200,200,0,"(1,0,2)",False,0.0943695829088774,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.3901441125084892, 0.38963743705930454, 0.39017820842185286]",0.0005407713625483,False,True,6.28588065509775e-07,False,False,False,0.3896374370593045,1
dgp1_N200_T200_r00000_truth1-0-2,1,200,200,0,"(1,0,2)",False,0.0943695829088774,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.3901441125084892, 0.38963743705930454, 0.39017820842185286]",0.0005407713625483,False,True,6.28588065509775e-07,False,False,False,0.3896374370593045,0
dgp1_N200_T200_r00000_truth1-0-2,1,200,200,0,"(1,0,2)",False,0.0943695829088774,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.3901441125084892, 0.38963743705930454, 0.39017820842185286]",0.0005407713625483,False,True,6.28588065509775e-07,False,False,False,0.3896374370593045,2
dgp1_N200_T200_r00001_truth1-0-2,1,200,200,1,"(1,0,2)",False,0.0943695829088774,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.40124554961645936, 0.4006002800498644, 0.4006109260829898]",0.0006452695665949,False,True,1.0301548756832716e-05,False,False,False,0.4006002800498644,1
dgp1_N200_T200_r00001_truth1-0-2,1,200,200,1,"(1,0,2)",False,0.0943695829088774,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.40124554961645936, 0.4006002800498644, 0.4006109260829898]",0.0006452695665949,False,True,1.0301548756832716e-05,False,False,False,0.4006002800498644,0
dgp1_N200_T200_r00001_truth1-0-2,1,200,200,1,"(1,0,2)",False,0.0943695829088774,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.40124554961645936, 0.4006002800498644, 0.4006109260829898]",0.0006452695665949,False,True,1.0301548756832716e-05,False,False,False,0.4006002800498644,2
dgp1_N200_T200_r00002_truth1-0-2,1,200,200,2,"(1,0,2)",False,0.0943695829088774,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.3956229449359428, 0.3952641261822264, 0.3956415933154524]",0.000377467133226,False,True,2.469504602736508e-06,False,False,False,0.3952641261822264,1
dgp1_N200_T200_r00002_truth1-0-2,1,200,200,2,"(1,0,2)",False,0.0943695829088774,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.3956229449359428, 0.3952641261822264, 0.3956415933154524]",0.000377467133226,False,True,2.469504602736508e-06,False,False,False,0.3952641261822264,0
dgp1_N200_T200_r00002_truth1-0-2,1,200,200,2,"(1,0,2)",False,0.0943695829088774,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.3956229449359428, 0.3952641261822264, 0.3956415933154524]",0.000377467133226,False,True,2.469504602736508e-06,False,False,False,0.3952641261822264,2
dgp1_N200_T200_r00000_truth1-1-1,1,200,200,0,"(1,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.4355708235650833, 1.4347302740074523, 1.4357181912926096]",0.0009879172851572,False,True,4.234523433941615e-06,False,False,False,1.4347302740074523,1
dgp1_N200_T200_r00000_truth1-1-1,1,200,200,0,"(1,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.4355708235650833, 1.4347302740074523, 1.4357181912926096]",0.0009879172851572,False,True,4.234523433941615e-06,False,False,False,1.4347302740074523,1
dgp1_N200_T200_r00000_truth1-1-1,1,200,200,0,"(1,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[1.4355708235650833, 1.4347302740074523, 1.4357181912926096]",0.0009879172851572,False,True,4.234523433941615e-06,False,False,False,1.4347302740074523,1
dgp1_N200_T200_r00001_truth1-1-1,1,200,200,1,"(1,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.41996315697572, 1.41852850065848, 1.4183224452251706]",0.0016407117505494,False,True,3.896439508406193e-06,False,False,False,1.4183224452251706,1
dgp1_N200_T200_r00001_truth1-1-1,1,200,200,1,"(1,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.41996315697572, 1.41852850065848, 1.4183224452251706]",0.0016407117505494,False,True,3.896439508406193e-06,False,False,False,1.4183224452251706,1
dgp1_N200_T200_r00001_truth1-1-1,1,200,200,1,"(1,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[1.41996315697572, 1.41852850065848, 1.4183224452251706]",0.0016407117505494,False,True,3.896439508406193e-06,False,False,False,1.4183224452251706,1
dgp1_N200_T200_r00002_truth1-1-1,1,200,200,2,"(1,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.4207385219925592, 1.4189964005538966, 1.4214618578448635]",0.0024654572909668,False,True,4.52076303283914e-06,False,False,False,1.4189964005538966,1
dgp1_N200_T200_r00002_truth1-1-1,1,200,200,2,"(1,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[1.4207385219925592, 1.4189964005538966, 1.4214618578448635]",0.0024654572909668,False,True,4.52076303283914e-06,False,False,False,1.4189964005538966,1
dgp1_N200_T200_r00002_truth1-1-1,1,200,200,2,"(1,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[1.4207385219925592, 1.4189964005538966, 1.4214618578448635]",0.0024654572909668,False,True,4.52076303283914e-06,False,False,False,1.4189964005538966,1
dgp1_N200_T200_r00000_truth2-1-1,1,200,200,0,"(2,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.2732327553111881, 0.2731860180650725, 0.2728479017915586]",0.0003848535196295,False,True,3.1344043128899487e-06,False,False,False,0.2728479017915586,2
dgp1_N200_T200_r00000_truth2-1-1,1,200,200,0,"(2,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.2732327553111881, 0.2731860180650725, 0.2728479017915586]",0.0003848535196295,False,True,3.1344043128899487e-06,False,False,False,0.2728479017915586,1
dgp1_N200_T200_r00000_truth2-1-1,1,200,200,0,"(2,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.2732327553111881, 0.2731860180650725, 0.2728479017915586]",0.0003848535196295,False,True,3.1344043128899487e-06,False,False,False,0.2728479017915586,1
dgp1_N200_T200_r00001_truth2-1-1,1,200,200,1,"(2,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.25933040393181006, 0.2592201291590872, 0.2591836148868038]",0.0001467890450062,False,True,2.9017902742158625e-06,False,False,False,0.2591836148868038,2
dgp1_N200_T200_r00001_truth2-1-1,1,200,200,1,"(2,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.25933040393181006, 0.2592201291590872, 0.2591836148868038]",0.0001467890450062,False,True,2.9017902742158625e-06,False,False,False,0.2591836148868038,1
dgp1_N200_T200_r00001_truth2-1-1,1,200,200,1,"(2,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.25933040393181006, 0.2592201291590872, 0.2591836148868038]",0.0001467890450062,False,True,2.9017902742158625e-06,False,False,False,0.2591836148868038,1
dgp1_N200_T200_r00002_truth2-1-1,1,200,200,2,"(2,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.2723849029628613, 0.27251007925966697, 0.2724396725419933]",0.0001251762968056,False,True,8.19696727556976e-07,False,False,False,0.2723849029628613,2
dgp1_N200_T200_r00002_truth2-1-1,1,200,200,2,"(2,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.2723849029628613, 0.27251007925966697, 0.2724396725419933]",0.0001251762968056,False,True,8.19696727556976e-07,False,False,False,0.2723849029628613,1
dgp1_N200_T200_r00002_truth2-1-1,1,200,200,2,"(2,1,1)",False,0.0943695829088774,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.2723849029628613, 0.27251007925966697, 0.2724396725419933]",0.0001251762968056,False,True,8.19696727556976e-07,False,False,False,0.2723849029628613,1
dgp2_N50_T50_r00000_truth1-0-2,2,50,50,0,"(1,0,2)",False,0.1278111093176657,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.14375550794443107, 0.1409296345286971, 0.14227353049762267]",0.0028258734157339,False,True,0.0017315584644456,True,False,False,0.1409296345286971,1
dgp2_N50_T50_r00000_truth1-0-2,2,50,50,0,"(1,0,2)",False,0.1278111093176657,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.14375550794443107, 0.1409296345286971, 0.14227353049762267]",0.0028258734157339,False,True,0.0017315584644456,True,False,False,0.1409296345286971,0
dgp2_N50_T50_r00000_truth1-0-2,2,50,50,0,"(1,0,2)",False,0.1278111093176657,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.14375550794443107, 0.1409296345286971, 0.14227353049762267]",0.0028258734157339,False,True,0.0017315584644456,True,False,False,0.1409296345286971,2
dgp2_N50_T50_r00001_truth1-0-2,2,50,50,1,"(1,0,2)",False,0.1278111093176657,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.15642231545183946, 0.1502751381906849, 0.1472189554699896]",0.0092033599818498,False,True,8.749373499761056e-05,True,False,False,0.1472189554699896,1
dgp2_N50_T50_r00001_truth1-0-2,2,50,50,1,"(1,0,2)",False,0.1278111093176657,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.15642231545183946, 0.1502751381906849, 0.1472189554699896]",0.0092033599818498,False,True,8.749373499761056e-05,True,False,False,0.1472189554699896,0
dgp2_N50_T50_r00001_truth1-0-2,2,50,50,1,"(1,0,2)",False,0.1278111093176657,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.15642231545183946, 0.1502751381906849, 0.1472189554699896]",0.0092033599818498,False,True,8.749373499761056e-05,True,False,False,0.1472189554699896,2
dgp2_N50_T50_r00002_truth1-0-2,2,50,50,2,"(1,0,2)",False,0.1278111093176657,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.1300175099637403, 0.1364559383001837, 0.12813943937788874]",0.0083164989222949,False,True,0.0026575309334045,True,False,False,0.1281394393778887,1
dgp2_N50_T50_r00002_truth1-0-2,2,50,50,2,"(1,0,2)",False,0.1278111093176657,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.1300175099637403, 0.1364559383001837, 0.12813943937788874]",0.0083164989222949,False,True,0.0026575309334045,True,False,False,0.1281394393778887,0
dgp2_N50_T50_r00002_truth1-0-2,2,50,50,2,"(1,0,2)",False,0.1278111093176657,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.1300175099637403, 0.1364559383001837, 0.12813943937788874]",0.0083164989222949,False,True,0.0026575309334045,True,False,False,0.1281394393778887,2
dgp2_N50_T50_r00000_truth1-1-1,2,50,50,0,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.4346177133093791, 0.447522935266065, 0.42484641698484665]",0.0226765182812183,False,True,0.0036157165616544,True,False,False,0.4248464169848466,1
dgp2_N50_T50_r00000_truth1-1-1,2,50,50,0,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.4346177133093791, 0.447522935266065, 0.42484641698484665]",0.0226765182812183,False,True,0.0036157165616544,True,False,False,0.4248464169848466,1
dgp2_N50_T50_r00000_truth1-1-1,2,50,50,0,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.4346177133093791, 0.447522935266065, 0.42484641698484665]",0.0226765182812183,False,True,0.0036157165616544,True,False,False,0.4248464169848466,1
dgp2_N50_T50_r00001_truth1-1-1,2,50,50,1,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.4000764755092462, 0.41974510313282637, 0.4003526160791048]",0.0196686276235801,False,True,0.0021167432032086,True,False,False,0.4000764755092462,1
dgp2_N50_T50_r00001_truth1-1-1,2,50,50,1,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.4000764755092462, 0.41974510313282637, 0.4003526160791048]",0.0196686276235801,False,True,0.0021167432032086,True,False,False,0.4000764755092462,1
dgp2_N50_T50_r00001_truth1-1-1,2,50,50,1,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.4000764755092462, 0.41974510313282637, 0.4003526160791048]",0.0196686276235801,False,True,0.0021167432032086,True,False,False,0.4000764755092462,1
dgp2_N50_T50_r00002_truth1-1-1,2,50,50,2,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,A,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.4050117677849614, 0.4168115096536484, 0.4073899834946619]",0.0117997418686869,False,True,0.0018669037963009,True,False,False,0.4050117677849614,1
dgp2_N50_T50_r00002_truth1-1-1,2,50,50,2,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,B,,,,,,,,,,,,,,,,,,,,not_reached_due_to_pilot_failure,"[0.4050117677849614, 0.4168115096536484, 0.4073899834946619]",0.0117997418686869,False,True,0.0018669037963009,True,False,False,0.4050117677849614,1
dgp2_N50_T50_r00002_truth1-1-1,2,50,50,2,"(1,1,1)",False,0.1278111093176657,rank_selection_numerically_unresolved,H,,,,,,,,,,,,,1.0,,,,,,,not_reached_due_to_pilot_failure,"[0.4050117677849614, 0.4168115096536484, 0.4073899834946619]",0.0117997418686869,False,True,0.0018669037963009,True,False,False,0.4050117677849614,1
